"Redes de ensino inabilitadas à complementação VAAR 2025 pelo não cumprimento de condicionalidades de melhoria de gestão previstas no art. 14, § 1º, incisos I a V, da Lei nº 14.113/2020, ou por não terem alcançado evolução em indicadores de
atendimento e de melhoria da aprendizagem com redução das desigualdades previstos no art. 14, § 2º da Lei nº 14.113/2020",,,
UF,Ente Federado,Código IBGE,Motivo
MG,LUISBURGO,3138674,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,LUMINARIAS,3138708,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MACHADO,3139003,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MADRE DE DEUS DE MINAS,3139102,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MANGA,3139300,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MANHUMIRIM,3139508,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MANTENA,3139607,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,MAR DE ESPANHA,3139805,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,MARAVILHAS,3139706,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MARIA DA FE,3139904,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MARIANA,3140001,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MARIO CAMPOS,3140159,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MARLIERIA,3140308,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MARMELOPOLIS,3140407,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MARTINS SOARES,3140530,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,MATEUS LEME,3140704,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,MATHIAS LOBATO,3171501,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MATIAS CARDOSO,3140852,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MATIPO,3140902,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,MATOZINHOS,3141108,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MATUTINA,3141207,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MEDEIROS,3141306,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,MEDINA,3141405,"Não cumprimento do disposto no art. 14, § 1º, V da Lei nº 14113/2020"
MG,MINAS GERAIS,31,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MINDURI,3141900,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MIRADOURO,3142106,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MIRAI,3142205,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MOEDA,3142304,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MOEMA,3142403,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MONJOLOS,3142502,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
MG,MONSENHOR PAULO,3142601,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,MONTALVANIA,3142700,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MONTE ALEGRE DE MINAS,3142809,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,MONTE AZUL,3142908,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,MONTE BELO,3143005,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MONTE CARMELO,3143104,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MONTE FORMOSO,3143153,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,MONTE SANTO DE MINAS,3143203,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,MONTE SIAO,3143401,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MONTES CLAROS,3143302,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020"
MG,MORADA NOVA DE MINAS,3143500,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MORRO DA GARCA,3143609,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,MORRO DO PILAR,3143708,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,MUNHOZ,3143807,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,MURIAE,3143906,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MUTUM,3144003,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,MUZAMBINHO,3144102,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,NINHEIRA,3144656,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,NOVA BELEM,3144672,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
MG,NOVA ERA,3144706,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,NOVA LIMA,3144805,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,NOVA MODICA,3144904,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
MG,NOVA PONTE,3145000,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
MG,NOVA PORTEIRINHA,3145059,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,NOVA RESENDE,3145109,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,NOVA UNIAO,3136603,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,NOVO ORIENTE DE MINAS,3145356,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,NOVORIZONTE,3145372,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,OLHOS-DAGUA,3145455,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,OLIMPIO NORONHA,3145505,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,OLIVEIRA,3145604,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,OLIVEIRA FORTES,3145703,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,ONCA DE PITANGUI,3145802,"Não cumprimento do disposto no art. 14, § 1º, I e II da Lei nº 14113/2020"
MG,ORATORIOS,3145851,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,ORIZANIA,3145877,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,OURO BRANCO,3145901,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,OURO FINO,3146008,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,OURO PRETO,3146107,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PADRE CARVALHO,3146255,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
MG,PAI PEDRO,3146552,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,PAINEIRAS,3146404,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PAINS,3146503,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,PALMOPOLIS,3146750,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
MG,PARA DE MINAS,3147105,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PARAGUACU,3147204,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PARAISOPOLIS,3147303,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PARAOPEBA,3147402,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,PASSA QUATRO,3147600,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PASSA VINTE,3147808,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PASSABEM,3147501,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,PASSOS,3147907,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PATIS,3147956,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,PATOS DE MINAS,3148004,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PATROCINIO,3148103,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,PAULISTAS,3148400,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PAVAO,3148509,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PEDRA BONITA,3148756,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
MG,PEDRA DO ANTA,3148806,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PEDRA DOURADA,3149002,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,PEDRALVA,3149101,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PEDRAS DE MARIA DA CRUZ,3149150,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PEDRO LEOPOLDO,3149309,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PEDRO TEIXEIRA,3149408,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,PEQUI,3149606,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PERDIZES,3149804,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PERDOES,3149903,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PERIQUITO,3149952,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,PESCADOR,3150000,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,PIAU,3150109,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,PIEDADE DE CARATINGA,3150158,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PIEDADE DO RIO GRANDE,3150307,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PIEDADE DOS GERAIS,3150406,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PIMENTA,3150505,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PINGO DAGUA,3150539,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PINTOPOLIS,3150570,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PIRACEMA,3150604,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PIRAJUBA,3150703,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PIRANGUCU,3150901,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,PIRANGUINHO,3151008,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,PIRAPORA,3151206,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PIUMHI,3151503,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PLANURA,3151602,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,POCOS DE CALDAS,3151800,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,POMPEU,3152006,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PONTE NOVA,3152105,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,PONTO DOS VOLANTES,3152170,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,PORTEIRINHA,3152204,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PORTO FIRME,3152303,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,POTE,3152402,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,POUSO ALEGRE,3152501,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,POUSO ALTO,3152600,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PRATA,3152808,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PRATAPOLIS,3152907,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PRESIDENTE KUBITSCHEK,3153301,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,PRUDENTE DE MORAIS,3153608,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,QUARTEL GERAL,3153707,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,RAPOSOS,3153905,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RAUL SOARES,3154002,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RECREIO,3154101,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,REDUTO,3154150,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,RESENDE COSTA,3154200,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RESPLENDOR,3154309,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,RESSAQUINHA,3154408,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RIACHINHO,3154457,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RIO ACIMA,3154804,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
MG,RIO CASCA,3154903,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RIO DOCE,3155009,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RIO PARANAIBA,3155504,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,RIO PARDO DE MINAS,3155603,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RIO PRETO,3155900,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,ROCHEDO DE MINAS,3156205,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,RODEIRO,3156304,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SABARA,3156700,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,SABINOPOLIS,3156809,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
MG,SALINAS,3157005,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SALTO DA DIVISA,3157104,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA BARBARA,3157203,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA BARBARA DO LESTE,3157252,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
MG,SANTA BARBARA DO MONTE VERDE,3157278,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA BARBARA DO TUGURIO,3157302,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA CRUZ DE MINAS,3157336,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,SANTA EFIGENIA DE MINAS,3157500,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA FE DE MINAS,3157609,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,SANTA LUZIA,3157807,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA MARGARIDA,3157906,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA MARIA DE ITABIRA,3158003,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA RITA DE JACUTINGA,3159308,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA RITA DE MINAS,3159357,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,SANTA RITA DO ITUETO,3159506,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTA RITA DO SAPUCAI,3159605,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,SANTA ROSA DA SERRA,3159704,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,SANTA VITORIA,3159803,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTANA DA VARGEM,3158300,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTANA DE CATAGUASES,3158409,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,SANTANA DE PIRAPAMA,3158508,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
MG,SANTANA DO RIACHO,3159001,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTO ANTONIO DO AMPARO,3159902,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTO ANTONIO DO AVENTUREIRO,3160009,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,SANTO ANTONIO DO GRAMA,3160108,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
MG,SANTO ANTONIO DO ITAMBE,3160207,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SANTO HIPOLITO,3160603,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,SANTOS DUMONT,3160702,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
MG,SAO BENTO ABADE,3160801,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SAO BRAS DO SUACUI,3160900,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SAO DOMINGOS DAS DORES,3160959,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SAO DOMINGOS DO PRATA,3161007,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SAO FRANCISCO,3161106,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
MG,SAO FRANCISCO DE PAULA,3161205,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SAO GERALDO,3161502,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
MG,SAO GERALDO DO BAIXIO,3161650,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
MG,SAO GONCALO DO PARA,3161809,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
MG,SAO GONCALO DO SAPUCAI,3162005,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
